id,price,currency,rooms,area,floor,floors,hasRepair,isVipped,isFeatured,location,city
6395961,258000,AZN,3,105.0,12,15,True,False,False,Həzi Aslanov,Bakı
6396767,1650000,AZN,4,220.0,8,20,False,False,False,Ağ şəhər,Bakı
6442325,258000,AZN,2,85.0,16,18,True,False,False,Həzi Aslanov,Bakı
6489581,255000,AZN,3,90.0,3,5,True,True,True,8-ci mikrorayon,Bakı
6099766,309000,AZN,4,110.0,5,6,True,False,False,İçəri Şəhər,Bakı
6452231,210000,AZN,3,90.0,6,9,True,False,False,20 Yanvar,Bakı
6303325,465000,AZN,4,180.0,11,16,True,False,False,Nəriman Nərimanov,Bakı
6483689,289000,AZN,3,95.0,5,17,True,False,False,Qara Qarayev,Bakı
6430270,355000,AZN,5,130.0,3,9,True,False,False,Nəsimi,Bakı
6369753,265000,AZN,3,101.0,1,17,True,False,False,İnşaatçılar,Bakı
6332264,424000,AZN,3,120.0,13,15,True,False,False,Nəsimi,Bakı
6428977,225000,AZN,3,90.0,4,5,True,False,False,Nəsimi,Bakı
6340284,650000,AZN,3,138.0,15,17,True,False,False,Nizami,Bakı
6363715,935000,AZN,2,95.0,17,25,True,True,False,Nəriman Nərimanov,Bakı
5871177,160000,AZN,3,90.0,8,9,True,False,False,Yeni Günəşli,Bakı
6487422,225000,AZN,2,74.0,13,17,True,True,False,Xalqlar Dostluğu,Bakı
6465393,138000,AZN,2,50.0,4,9,True,False,False,Həzi Aslanov,Bakı
6411734,250000,AZN,2,80.0,2,5,True,False,False,Bakıxanov,Bakı
6448557,155000,AZN,2,55.0,5,9,True,False,False,Nəsimi,Bakı
6441132,247000,AZN,2,85.0,15,17,True,False,False,Azadlıq Prospekti,Bakı
6451062,185000,AZN,2,46.0,15,16,True,True,False,Qara Qarayev,Bakı
6410036,270000,AZN,2,85.0,9,18,True,False,False,Nəriman Nərimanov,Bakı
6474882,265000,AZN,2,75.0,8,17,True,False,False,İnşaatçılar,Bakı
6491989,290000,AZN,3,100.0,12,18,True,False,False,7-ci mikrorayon,Bakı
6472215,145000,AZN,2,60.0,5,9,True,False,False,Xətai,Bakı
6482516,690000,AZN,3,279.0,16,16,True,True,False,Nəsimi,Bakı
6410202,163000,AZN,2,60.0,6,9,True,False,False,Xətai,Bakı
6453070,285000,AZN,5,125.0,1,5,True,False,False,Səbail,Bakı
6462887,350000,AZN,3,100.0,16,19,True,False,False,8 Noyabr,Bakı
6370874,169000,AZN,2,80.0,1,9,True,False,False,İnşaatçılar,Bakı
6459652,520000,AZN,3,138.0,12,18,True,True,True,Nəsimi,Bakı
6491585,267000,AZN,3,95.0,7,17,True,True,False,Neftçilər,Bakı
6387334,275000,AZN,3,145.0,1,6,False,True,True,Xətai,Bakı
6339524,164000,AZN,3,67.0,10,16,True,False,False,İnşaatçılar,Bakı
6494882,285000,AZN,3,134.0,8,17,True,False,False,Memar Əcəmi,Bakı
6311784,185000,AZN,2,65.0,5,5,True,False,False,Elmlər Akademiyası,Bakı
6491995,285000,AZN,3,76.0,9,15,True,False,False,İnşaatçılar,Bakı
6494881,132000,AZN,2,62.0,15,16,True,False,False,,Xırdalan
6475390,245000,AZN,3,102.0,13,18,True,False,False,Nəsimi,Bakı
6428869,165000,AZN,3,75.0,3,17,True,False,False,Yeni Günəşli,Bakı
6350270,310000,AZN,3,133.0,3,18,True,False,False,Xalqlar Dostluğu,Bakı
6456913,118000,AZN,1,40.0,2,5,True,True,True,8 Noyabr,Bakı
6480284,420000,AZN,3,139.0,10,16,True,True,True,Neftçilər,Bakı
6077713,213000,AZN,3,90.0,9,16,True,False,False,20 Yanvar,Bakı
6468478,190000,AZN,2,65.0,13,14,True,False,False,Xalqlar Dostluğu,Bakı
6385070,255000,AZN,3,80.0,7,9,True,False,False,Koroğlu,Bakı
6118271,118000,AZN,2,55.0,15,16,True,False,False,,Xırdalan
6366432,350000,AZN,3,135.0,12,14,True,True,True,8-ci mikrorayon,Bakı
6461300,253000,AZN,2,103.8,5,9,False,True,True,Sea Breeze,Bakı
6494878,500000,AZN,4,120.0,14,20,True,False,False,Şah İsmayıl Xətai,Bakı
6414973,690000,AZN,4,152.0,4,11,True,True,False,28 May,Bakı
6392581,298000,AZN,3,110.0,3,17,True,False,False,Elmlər Akademiyası,Bakı
6479507,154000,AZN,2,47.0,2,10,True,False,False,Xalqlar Dostluğu,Bakı
6433805,239275,AZN,1,56.3,3,7,False,True,True,Nardaran,Bakı
6375758,330000,AZN,3,110.0,14,19,True,True,False,İnşaatçılar,Bakı
5771629,300000,AZN,3,136.0,9,16,True,True,False,Memar Əcəmi,Bakı
6255792,335000,AZN,3,150.0,4,24,False,True,True,Şah İsmayıl Xətai,Bakı
6082787,229000,AZN,2,59.0,5,6,True,False,False,Nizami,Bakı
6164080,263000,AZN,2,66.0,6,21,True,True,True,Şah İsmayıl Xətai,Bakı
6360564,230000,AZN,2,100.0,5,6,False,False,False,Şıxov,Bakı
6336500,285000,AZN,3,122.0,11,16,True,False,False,Yasamal,Bakı
6432602,478000,AZN,3,133.0,12,16,False,True,False,28 May,Bakı
6366294,245000,AZN,2,90.0,13,16,True,False,False,Binəqədi,Bakı
5919361,1380000,AZN,5,224.0,11,16,True,True,False,İçəri Şəhər,Bakı
5902061,255000,AZN,2,70.0,16,16,True,True,True,Şah İsmayıl Xətai,Bakı
6459982,650000,AZN,4,220.0,3,14,True,True,False,28 May,Bakı
6348929,489000,AZN,3,100.0,3,7,True,False,False,Şah İsmayıl Xətai,Bakı
6473474,215000,AZN,4,110.0,5,5,True,False,False,Gənclik,Bakı
6331868,170000,AZN,3,55.0,3,4,True,False,False,Gənclik,Bakı
6485506,285000,AZN,3,122.0,11,12,True,False,False,Yeni Yasamal,Bakı
6369142,530000,AZN,5,210.0,2,8,True,True,False,Nəsimi,Bakı
6474492,420000,AZN,3,110.0,5,6,True,True,False,İçəri Şəhər,Bakı
6485614,245000,AZN,2,90.0,13,16,True,False,False,Biləcəri,Bakı
6354285,395000,AZN,4,169.0,9,15,False,False,False,Koroğlu,Bakı
6400053,85500,AZN,2,57.0,11,16,False,True,False,Lökbatan,Bakı
5459397,345000,AZN,3,110.0,2,18,True,False,False,Gənclik,Bakı
6095562,425000,AZN,3,140.0,3,13,True,False,False,Nərimanov,Bakı
6477033,385000,AZN,4,210.0,16,16,True,True,False,Nəriman Nərimanov,Bakı
6475056,103000,AZN,2,50.0,3,4,True,False,False,Masazır,Bakı
6494871,350000,AZN,4,128.0,21,22,False,False,False,Nizami,Bakı
6448370,349000,AZN,3,105.0,12,15,True,False,False,Həzi Aslanov,Bakı
6390195,242000,AZN,3,80.0,12,15,True,False,False,Həzi Aslanov,Bakı
6494869,505000,AZN,4,212.0,13,22,False,False,False,28 May,Bakı
6474913,147000,AZN,2,62.0,5,9,True,False,False,Həzi Aslanov,Bakı
6396609,345000,AZN,3,105.0,9,15,True,False,False,Həzi Aslanov,Bakı
5744959,112000,AZN,3,100.0,1,5,True,True,True,Mərdəkan,Bakı
6370600,620000,AZN,4,190.0,10,12,True,True,False,Nəriman Nərimanov,Bakı
6388212,368000,AZN,4,131.0,5,15,False,False,False,Nərimanov,Bakı
6494865,230000,AZN,3,90.0,2,9,True,False,False,Nəsimi,Bakı
6487831,340000,AZN,2,90.0,2,16,True,True,False,Nəriman Nərimanov,Bakı
6494719,295000,AZN,3,82.0,7,17,True,False,False,Gənclik,Bakı
6155211,315000,AZN,3,80.0,10,18,True,False,False,Nərimanov,Bakı
6337435,490000,AZN,3,113.0,16,18,True,True,False,28 May,Bakı
6487876,380000,AZN,2,100.0,2,16,True,True,False,Nəriman Nərimanov,Bakı
6485882,205000,AZN,2,55.0,14,20,True,False,False,20 Yanvar,Bakı
6487773,190000,AZN,2,50.0,15,16,True,True,False,Nəriman Nərimanov,Bakı
5301180,79500,AZN,2,44.0,2,6,True,True,False,Masazır,Bakı
6389050,200000,AZN,2,60.0,4,5,True,False,False,Nərimanov,Bakı
6398099,330000,AZN,3,128.0,3,17,True,False,False,Həzi Aslanov,Bakı
6224810,210000,AZN,2,65.0,19,20,False,True,True,Şah İsmayıl Xətai,Bakı
4466583,75360,AZN,1,47.1,7,14,False,True,True,,Sumqayıt
6491576,225000,AZN,3,117.0,4,6,True,False,False,Köhnə Günəşli,Bakı
6397975,355000,AZN,3,133.0,7,17,True,False,False,Həzi Aslanov,Bakı
6262243,460000,AZN,3,130.0,3,3,True,True,False,İçəri Şəhər,Bakı
6389240,215000,AZN,4,100.0,2,5,True,False,False,Həzi Aslanov,Bakı
6028530,290000,AZN,2,75.0,15,17,True,True,True,Şah İsmayıl Xətai,Bakı
5693622,337000,AZN,3,129.0,3,16,True,False,False,Səbail,Bakı
6494861,250000,AZN,3,90.0,2,9,True,False,False,Neftçilər,Bakı
6494860,646800,AZN,4,231.0,3,6,False,False,False,Nəsimi,Bakı
5996834,590000,AZN,4,165.0,16,17,True,True,False,Nəriman Nərimanov,Bakı
6463593,132000,AZN,3,240.0,23,23,False,True,True,Bakıxanov,Bakı
6460360,173900,AZN,3,77.3,9,14,False,False,False,Bakıxanov,Bakı
6494855,171000,AZN,3,85.0,3,5,True,False,False,Memar Əcəmi,Bakı
6400209,215000,AZN,3,85.0,5,5,True,False,False,8 Noyabr,Bakı
6481621,219500,AZN,3,89.0,12,17,True,True,True,Avtovağzal,Bakı
6493869,155000,AZN,2,50.0,8,10,True,False,False,Gənclik,Bakı
6387391,155000,AZN,2,55.0,2,16,True,False,False,Nərimanov,Bakı
6347543,190000,AZN,3,70.0,4,5,True,False,False,Qara Qarayev,Bakı
5647914,555000,AZN,4,130.0,4,17,True,False,False,Nəriman Nərimanov,Bakı
6403539,258000,AZN,3,115.0,2,11,True,False,False,Əhmədli,Bakı
6480151,225000,AZN,4,100.0,1,9,True,False,False,Həzi Aslanov,Bakı
6329118,162000,AZN,2,55.0,3,9,True,False,False,Nərimanov,Bakı
6184444,200000,AZN,2,82.6,15,15,False,False,False,Nəriman Nərimanov,Bakı
5916923,249000,AZN,4,105.0,10,17,True,False,False,Həzi Aslanov,Bakı
6414950,295000,AZN,3,115.0,12,18,True,False,False,Yeni Yasamal,Bakı
6316368,189000,AZN,2,70.0,4,5,True,False,False,Nəriman Nərimanov,Bakı
6453148,199000,AZN,2,59.0,5,18,True,True,True,20 Yanvar,Bakı
6494852,335000,AZN,4,130.0,13,19,True,False,False,Nəriman Nərimanov,Bakı
6329113,236000,AZN,3,85.0,3,5,True,False,False,Nəriman Nərimanov,Bakı
6316338,340000,AZN,2,111.0,12,13,True,False,False,Nəsimi,Bakı
6494851,224000,AZN,3,75.0,4,5,True,False,False,Yasamal,Bakı
6476653,162000,AZN,2,60.0,2,3,True,True,False,Sahil,Bakı
6357130,199000,AZN,2,65.0,5,9,True,True,True,Gənclik,Bakı
6131808,575000,AZN,3,127.0,5,12,True,True,True,Nəsimi,Bakı
6492775,160000,AZN,2,65.0,5,9,True,True,False,Həzi Aslanov,Bakı
6481414,270000,AZN,2,84.0,9,20,True,False,False,Nəriman Nərimanov,Bakı
6494766,349000,AZN,3,105.0,11,15,True,True,True,Həzi Aslanov,Bakı
6494848,520000,AZN,3,130.0,6,16,True,False,False,Nəriman Nərimanov,Bakı
6403323,142000,AZN,2,66.0,5,9,True,False,False,Həzi Aslanov,Bakı
6494847,160000,AZN,2,60.0,2,5,True,False,False,Bakıxanov,Bakı
6349117,200000,AZN,3,80.0,2,5,True,False,False,Qara Qarayev,Bakı
6494845,149000,AZN,3,63.0,5,14,True,False,False,,Xırdalan
6494846,157000,AZN,2,62.0,9,12,True,False,False,Yeni Yasamal,Bakı
6494844,198000,AZN,2,84.0,4,16,True,False,False,Avtovağzal,Bakı
6494843,145000,AZN,3,56.0,2,3,True,False,False,Lökbatan,Bakı
6075432,285000,AZN,2,89.0,10,17,True,False,False,Qara Qarayev,Bakı
6332097,185000,AZN,2,46.0,15,17,True,False,False,Qara Qarayev,Bakı
6153124,315000,AZN,4,185.0,14,18,False,False,False,Həzi Aslanov,Bakı
6494841,205000,AZN,3,82.0,6,9,True,False,False,9-cu mikrorayon,Bakı
6459342,234000,AZN,3,63.0,16,18,True,True,True,İnşaatçılar,Bakı
5705564,560000,AZN,4,187.0,15,18,True,False,False,28 May,Bakı
5758122,329000,AZN,5,120.0,7,9,True,False,False,Qara Qarayev,Bakı
6494838,415000,AZN,2,118.0,17,17,True,False,False,Nərimanov,Bakı
6447282,177900,AZN,2,53.0,15,19,True,False,False,Həzi Aslanov,Bakı
5281948,360000,AZN,4,182.0,6,15,True,True,True,Avtovağzal,Bakı
6183805,477000,AZN,3,159.0,5,16,False,False,False,Elmlər Akademiyası,Bakı
6494836,690000,AZN,4,210.0,3,14,True,False,False,İçəri Şəhər,Bakı
6486320,313000,AZN,3,93.0,14,17,True,False,False,Neftçilər,Bakı
6494837,250000,AZN,2,70.0,5,17,True,False,False,Koroğlu,Bakı
6199593,265000,AZN,3,110.0,20,20,True,False,False,Şah İsmayıl Xətai,Bakı
6486334,250000,AZN,2,76.0,12,17,True,False,False,Neftçilər,Bakı
6152062,1020000,AZN,3,205.0,6,22,True,False,False,28 May,Bakı
6363169,287000,AZN,2,87.0,13,17,True,False,False,Qara Qarayev,Bakı
6486363,210000,AZN,2,65.0,5,17,True,False,False,Qara Qarayev,Bakı
6492124,240000,AZN,3,85.0,9,9,True,True,False,Nəsimi,Bakı
6077679,259000,AZN,3,100.0,7,13,True,False,False,Qara Qarayev,Bakı
6494834,210000,AZN,3,73.0,17,20,True,False,False,Memar Əcəmi,Bakı
6421027,267000,AZN,3,80.0,8,14,True,False,False,Neftçilər,Bakı
6465359,172000,AZN,2,50.0,3,5,True,False,False,Qara Qarayev,Bakı
6395691,221000,AZN,3,95.0,12,18,True,False,False,Xalqlar Dostluğu,Bakı
6369497,228000,AZN,3,85.0,12,16,True,False,False,Neftçilər,Bakı
6487991,205000,AZN,2,71.5,15,17,False,False,False,Koroğlu,Bakı
5970697,109000,AZN,2,65.0,4,5,False,True,False,Həzi Aslanov,Bakı
6395010,395000,AZN,3,123.5,5,14,False,True,True,7-ci mikrorayon,Bakı
6492661,418000,AZN,3,152.0,14,17,True,False,False,Qara Qarayev,Bakı
6246543,385000,AZN,3,130.0,11,16,True,True,False,Şah İsmayıl Xətai,Bakı
6494831,145000,AZN,3,55.0,5,5,True,False,False,Sabunçu,Bakı
6491441,125000,AZN,2,45.0,4,5,True,False,False,Memar Əcəmi,Bakı
5843866,79500,AZN,3,82.0,6,6,True,True,False,Masazır,Bakı
6392344,279000,AZN,2,100.0,6,18,True,False,False,Nəsimi,Bakı
6368663,700000,AZN,4,240.0,9,16,True,True,False,28 May,Bakı
6321899,175000,AZN,2,60.0,5,10,True,False,False,,Sumqayıt
6465446,205000,AZN,2,55.0,14,17,True,True,False,Dərnəgül,Bakı
6284179,142000,AZN,2,71.0,3,12,True,False,False,,Sumqayıt
6310768,149000,AZN,2,57.0,5,10,True,False,False,,Sumqayıt
6494814,395000,AZN,3,105.0,18,19,True,True,True,Nəriman Nərimanov,Bakı
6492730,228000,AZN,2,65.0,7,9,True,True,True,Nərimanov,Bakı
6494829,249000,AZN,2,65.0,4,14,True,False,False,Nəriman Nərimanov,Bakı
6494826,245000,AZN,3,120.0,13,20,True,False,False,Yeni Günəşli,Bakı
6489125,204120,AZN,2,81.0,2,10,False,True,True,Yeni Yasamal,Bakı
6494824,183000,AZN,2,68.0,9,11,True,False,False,Zığ,Bakı
6492085,590000,AZN,4,220.0,5,21,True,True,False,Nərimanov,Bakı
6489149,292404,AZN,3,118.0,4,12,False,True,True,Yeni Yasamal,Bakı
6494823,230000,AZN,3,90.0,9,9,True,False,False,Azadlıq Prospekti,Bakı
6491526,160000,AZN,2,62.0,1,9,True,True,False,Yeni Yasamal,Bakı
6489077,159558,AZN,1,58.0,11,12,False,True,True,Yeni Yasamal,Bakı
6494821,285000,AZN,3,105.0,16,17,True,False,False,Nəriman Nərimanov,Bakı
6483076,260000,AZN,2,95.0,13,16,True,True,True,Qara Qarayev,Bakı
6384158,486000,AZN,4,162.0,9,10,True,False,False,Elmlər Akademiyası,Bakı
6370834,970000,AZN,5,245.0,8,8,False,True,False,Ağ şəhər,Bakı
6494817,275000,AZN,3,104.0,2,17,True,False,False,20 Yanvar,Bakı
6438220,245000,AZN,3,82.0,2,5,True,True,True,Nəriman Nərimanov,Bakı
6294627,240000,AZN,3,90.0,5,9,True,False,False,Binəqədi,Bakı
6329167,598000,AZN,3,135.0,3,8,False,True,False,Ağ şəhər,Bakı
6494815,552000,AZN,4,185.0,12,17,True,False,False,28 May,Bakı
6494761,520000,AZN,2,83.0,7,7,True,True,False,Ağ şəhər,Bakı
6341939,264000,AZN,3,115.0,6,19,True,True,False,İnşaatçılar,Bakı
5835417,305000,AZN,5,120.0,5,9,True,False,False,Azadlıq Prospekti,Bakı
6478870,157000,AZN,2,60.0,4,14,True,True,False,Xalqlar Dostluğu,Bakı
6358497,300000,AZN,2,118.0,5,13,True,False,False,28 May,Bakı
6494811,140000,AZN,1,40.0,2,5,True,False,False,Nərimanov,Bakı
6469224,130000,AZN,1,35.0,2,5,True,False,False,Nizami,Bakı
6494810,260000,AZN,2,94.0,10,18,True,False,False,Elmlər Akademiyası,Bakı
6126253,265000,AZN,3,106.0,8,18,True,False,False,Həzi Aslanov,Bakı
6494809,170000,AZN,2,48.0,2,5,True,False,False,Neftçilər,Bakı
6464366,363000,AZN,3,101.0,19,19,True,True,False,Şah İsmayıl Xətai,Bakı
6476816,130000,AZN,2,62.0,8,16,True,True,False,,Xırdalan
6008853,278000,AZN,2,90.0,3,14,True,False,False,Qara Qarayev,Bakı
6054047,330000,AZN,3,115.0,2,14,True,False,False,Qara Qarayev,Bakı
6431318,289000,AZN,2,75.0,17,21,True,False,False,Şah İsmayıl Xətai,Bakı
6433118,285000,AZN,2,70.0,19,21,True,False,False,Şah İsmayıl Xətai,Bakı
6473146,620000,AZN,3,136.0,11,18,False,False,False,Gənclik,Bakı
6433138,285000,AZN,3,70.0,19,21,True,False,False,Şah İsmayıl Xətai,Bakı
6494805,243000,AZN,3,90.0,8,9,True,False,False,Nərimanov,Bakı
6465644,230000,AZN,3,90.0,12,16,True,False,False,Neftçilər,Bakı
6100952,406100,AZN,3,131.0,6,7,False,True,False,Nəsimi,Bakı
6431258,195000,AZN,2,55.0,3,16,False,False,False,Şah İsmayıl Xətai,Bakı
6494803,195000,AZN,3,130.0,3,16,True,False,False,8-ci kilometr,Bakı
6431405,200000,AZN,2,65.0,19,20,False,False,False,Şah İsmayıl Xətai,Bakı
6481946,189000,AZN,2,70.0,12,14,True,False,False,Neftçilər,Bakı
5692795,157000,AZN,2,66.0,2,5,True,False,False,Səbail,Bakı
6472315,1300000,AZN,10,1000.0,20,21,False,False,False,Şah İsmayıl Xətai,Bakı
6484834,169000,AZN,3,90.0,4,7,True,False,False,8-ci kilometr,Bakı
6490148,159000,AZN,2,65.0,3,9,True,False,False,İnşaatçılar,Bakı
6433239,350000,AZN,3,150.0,4,24,False,False,False,Şah İsmayıl Xətai,Bakı
6411793,550000,AZN,3,120.0,6,6,True,False,False,Ağ şəhər,Bakı
6363733,180000,AZN,2,56.9,9,20,True,True,True,20 Yanvar,Bakı
6433163,255000,AZN,2,70.0,16,16,True,False,False,Şah İsmayıl Xətai,Bakı
6425031,188000,AZN,2,45.0,2,9,True,True,True,Elmlər Akademiyası,Bakı
6403146,1050000,AZN,4,215.0,7,21,True,False,False,28 May,Bakı
6494801,213000,AZN,2,70.0,4,4,True,False,False,Nəsimi,Bakı
6494800,260000,AZN,2,94.0,10,18,True,False,False,Elmlər Akademiyası,Bakı
6494799,269000,AZN,3,130.0,11,13,True,False,False,Yeni Yasamal,Bakı
6483411,142000,AZN,2,76.0,3,16,True,False,False,Abşeron,Xırdalan
6494798,234000,AZN,2,41.0,2,18,True,False,False,Nizami,Bakı
6413772,165000,AZN,2,35.0,4,5,True,False,False,Nəriman Nərimanov,Bakı
4937917,299000,AZN,3,134.0,5,19,True,False,False,20 Yanvar,Bakı
6462022,120000,AZN,2,50.0,1,5,True,False,False,Memar Əcəmi,Bakı
6448679,690000,AZN,3,130.0,6,6,True,False,False,İçəri Şəhər,Bakı
6447351,138500,AZN,2,66.0,7,9,True,True,False,Yeni Günəşli,Bakı
6493655,950000,AZN,4,220.0,9,17,True,False,False,Elmlər Akademiyası,Bakı
6494794,145000,AZN,2,65.0,8,9,True,False,False,Həzi Aslanov,Bakı
5977651,157000,AZN,3,75.0,7,20,True,True,False,Əhmədli,Bakı
6494793,327000,AZN,4,163.7,13,14,False,False,False,Bakıxanov,Bakı
6485025,212000,AZN,2,70.0,18,20,True,False,False,Nəriman Nərimanov,Bakı
6472524,51000,AZN,1,27.0,3,5,True,True,False,Azadlıq Prospekti,Bakı
6494791,335000,AZN,3,95.0,12,14,True,False,False,Nəriman Nərimanov,Bakı
6494789,63000,AZN,1,31.0,1,15,True,False,False,,Xırdalan
6081455,229000,AZN,3,85.0,6,9,True,False,False,Həzi Aslanov,Bakı
6489414,445000,AZN,3,140.0,10,17,True,True,False,Nəsimi,Bakı
6494788,117000,AZN,1,34.0,9,9,True,False,False,Gənclik,Bakı
6480164,184000,AZN,2,63.0,3,13,True,True,True,Xətai,Bakı
6371352,227000,AZN,2,54.0,3,5,True,True,True,İçəri Şəhər,Bakı
6431307,260000,AZN,2,60.0,17,21,True,False,False,Şah İsmayıl Xətai,Bakı
6387250,880000,AZN,4,178.0,6,7,True,True,False,Ağ şəhər,Bakı
6494787,115000,AZN,2,40.0,5,5,True,False,False,Avtovağzal,Bakı
6471225,232000,AZN,3,105.0,8,18,True,True,False,Nizami,Bakı
6167135,63500,AZN,3,58.3,9,11,False,False,False,Masazır,Bakı
6494786,250000,AZN,3,90.0,4,5,True,False,False,Qara Qarayev,Bakı
6494784,245000,AZN,2,68.0,2,5,True,False,False,Gənclik,Bakı
6259010,459000,AZN,4,171.0,6,16,False,True,False,Şah İsmayıl Xətai,Bakı
6494785,172000,AZN,2,83.0,14,18,True,False,False,Əhmədli,Bakı
6190799,555000,AZN,4,128.0,10,17,True,False,False,Nəriman Nərimanov,Bakı
6494783,157000,AZN,3,80.0,9,9,True,False,False,Xətai,Bakı
6494782,385000,AZN,3,120.0,10,16,True,False,False,Şah İsmayıl Xətai,Bakı
6494779,207000,AZN,2,105.0,13,14,True,True,False,Qara Qarayev,Bakı
6494778,349000,AZN,3,105.0,11,14,True,False,False,Həzi Aslanov,Bakı
6494777,803600,AZN,5,287.0,5,7,False,False,False,Nəsimi,Bakı
5675325,320000,AZN,3,126.0,7,16,True,False,False,İnşaatçılar,Bakı
6459583,289000,AZN,2,75.0,17,21,True,False,False,Şah İsmayıl Xətai,Bakı
6408812,170000,AZN,2,47.0,18,20,True,False,False,20 Yanvar,Bakı
6494776,140000,AZN,2,65.0,3,5,True,False,False,Həzi Aslanov,Bakı
5918350,650000,AZN,3,120.0,15,17,True,False,False,Elmlər Akademiyası,Bakı
6423290,186000,AZN,3,50.0,3,4,True,True,False,Gənclik,Bakı
3049175,610000,AZN,4,180.0,25,27,True,False,False,Yasamal,Bakı
6386017,320000,AZN,2,72.0,3,3,True,True,False,Sahil,Bakı
6241320,495000,AZN,3,103.0,3,4,True,False,False,İçəri Şəhər,Bakı
6436557,290000,AZN,3,70.0,16,18,True,True,False,Bakmil,Bakı
5990242,265000,AZN,2,93.0,16,16,True,True,False,Şah İsmayıl Xətai,Bakı
6031927,179500,AZN,1,67.0,4,16,True,False,False,Neftçilər,Bakı
6482519,394999,AZN,3,90.0,7,16,True,False,False,28 May,Bakı
6494772,695000,AZN,4,152.0,9,18,True,False,False,28 May,Bakı
5452485,309000,AZN,2,69.0,2,19,True,True,False,Şah İsmayıl Xətai,Bakı
6075017,280000,AZN,3,95.0,8,16,True,True,False,Şah İsmayıl Xətai,Bakı
6459672,140000,AZN,3,76.0,9,12,True,False,False,Hövsan,Bakı
6459623,285000,AZN,3,70.0,19,21,True,False,False,Şah İsmayıl Xətai,Bakı
6486044,394999,AZN,3,105.0,18,19,True,False,False,Nəriman Nərimanov,Bakı
6344159,79500,AZN,2,44.0,4,6,True,False,False,Masazır,Bakı
6011121,183000,AZN,2,60.0,9,9,True,True,False,Şah İsmayıl Xətai,Bakı
6471402,630000,AZN,4,141.0,2,7,True,False,False,Şah İsmayıl Xətai,Bakı
6443603,143000,AZN,2,45.0,5,9,True,False,False,Yeni Günəşli,Bakı
5906689,325000,AZN,2,93.0,9,26,False,True,False,Şah İsmayıl Xətai,Bakı
6261522,325000,AZN,3,135.0,5,16,False,True,False,Azadlıq Prospekti,Bakı
6307152,435000,AZN,3,115.0,16,16,True,True,False,Şah İsmayıl Xətai,Bakı
6490631,182000,AZN,3,65.0,1,9,True,True,False,Xalqlar Dostluğu,Bakı
6459607,195000,AZN,2,55.0,3,16,False,False,False,Şah İsmayıl Xətai,Bakı
6459556,210000,AZN,2,65.0,19,21,False,False,False,Şah İsmayıl Xətai,Bakı
6472314,1300000,AZN,19,1000.0,20,21,False,False,False,Şah İsmayıl Xətai,Bakı
6488844,500000,AZN,4,150.0,11,17,True,False,False,8-ci mikrorayon,Bakı
6044623,147500,AZN,2,43.0,6,9,True,False,False,Azadlıq Prospekti,Bakı
